Name,Grade,Engagement,Socio-Economic Status,First Generation Student,LMS Interactions
Danielle Reynolds,89,Medium,Low,False,76
Jeff Villarreal,49,Medium,High,False,68
Michele Hansen,50,Low,Low,False,60
Kyle Gutierrez,95,Medium,High,True,32
Stephanie Johnson,36,Low,High,False,19
Devon Johnson,22,Medium,Medium,False,76
Luis Webb,4,Low,Low,False,81
Anna Mccall,75,Low,High,False,95
Lisa White,3,Low,High,True,57
Daniel Skinner,99,Medium,High,False,69
Walter Smith,36,High,Low,True,94
Christopher Brady,28,Low,Medium,True,20
Anthony Huang,88,High,Medium,False,76
Jeffrey Malone,10,Low,Low,False,0
Christine Montgomery,86,Low,Low,False,91
Jessica Vega,5,Low,High,True,38
Melissa Dixon,22,Medium,High,False,90
William Cooper,51,High,High,True,10
Christina Wagner,19,Medium,Medium,True,75
Victoria Smith,18,Medium,High,False,63
Christine King,66,High,Low,False,2
James Ramirez,66,High,Medium,True,2
Morgan Fischer,12,Medium,High,False,68
Brenda Flores,66,Medium,Medium,False,13
Kristin Knox,61,Medium,Low,False,6
David Thompson,73,Low,Low,True,4
Heather Roach,79,Low,High,True,4
Ana Douglas,96,High,Low,False,55
John Molina,78,High,High,False,76
Stephen Campbell,43,High,Low,True,80
Shawn Stone,60,Medium,Medium,False,26
Benjamin Harmon,17,High,Medium,False,31
Kim Davis,85,Medium,Low,True,24
Michael Lopez,78,Low,Low,True,96
Michael Stokes,61,High,Low,True,8
Angela Norris,92,Low,High,False,51
Warren Butler,9,Low,Medium,True,22
Christopher Allen,80,High,High,True,52
Jessica Garcia,72,High,High,False,28
Michelle Cummings,100,Low,Low,False,44
Jennifer Lopez,20,Medium,High,True,64
Tammy Snyder,26,Medium,Low,True,64
George Johnson,80,High,Low,False,80
Ann Young,35,High,Low,False,4
Ashley Villegas,83,High,Low,False,33
Tiffany Wood,84,High,High,False,79
Jennifer Mitchell,58,Low,High,True,27
George Pace,82,High,Medium,False,3
Shirley Chambers,4,Low,High,False,100
Dr. Joshua Baker,75,Medium,Low,False,46
Janice Wright,45,Medium,High,True,73
Tracy Monroe,23,Medium,High,True,11
Michael Aguilar,27,Low,High,True,10
Lisa Hernandez,5,Low,High,True,30
Andrew Madden,52,High,High,True,69
Lori Gonzalez,34,Low,High,True,79
Christina Smith,15,Medium,High,True,50
Kerry Wood,25,High,Low,False,27
Dr. Edward Patel DDS,75,Low,High,False,1
Sarah Peterson,44,Medium,High,False,70
Heather Wright,82,High,Low,True,33
Mindy Swanson DDS,34,Low,Medium,True,42
Crystal Lopez,13,High,Low,False,21
Susan Harris,10,Low,Low,False,96
April Torres,60,Low,High,True,53
Amy Clements,5,High,Low,True,59
Cindy Robinson,100,Medium,Low,False,59
Lisa Moore,40,Medium,Medium,True,11
Amber Ward,70,Low,Low,True,32
Michael Moore,85,Medium,High,False,11
Michelle Lester,45,High,High,True,52
Adrian Hood,93,Medium,High,True,17
Alexis Ramos,40,Low,High,True,71
David Ibarra,26,Medium,Medium,True,21
Melinda Christensen,53,High,Low,False,32
Wayne Benjamin,21,High,Low,False,69
Jose Branch,21,Low,Low,True,66
Brandon Bailey,62,Medium,Low,True,6
Gregory Stein,8,High,Low,False,2
Robert Hernandez,57,High,High,True,24
William Williams,84,Medium,Medium,True,30
John Salinas,66,High,Medium,True,56
John Roberts,24,Medium,Low,True,83
Jeremy Wilson,57,Medium,High,False,76
Mary Cole,49,Low,High,True,56
Jeffrey Adams,83,Low,High,True,52
Sharon Harris,92,High,Low,True,9
Billy Ward,84,Medium,Medium,False,76
Aaron Ramirez,6,Low,Medium,False,13
Eric Curry,12,Low,Low,False,63
Christian Reed,17,Low,High,False,61
Mallory Allen,65,Medium,High,True,23
Zachary Moore,56,Medium,Medium,False,40
Mariah Bean,84,High,High,False,91
Caitlin George,10,Low,High,True,94
Rebecca Long,42,Low,High,False,90
John Harris,21,High,Low,False,66
Samuel Cuevas,83,High,Medium,True,44
Jesus Foster,22,High,High,False,76
Erin Hubbard,33,Low,Low,True,71
Diana Henderson,68,Medium,Low,True,43
Nicole Johnson,2,Medium,High,False,42
Carlos Brooks,53,Medium,High,True,5
Jared Carlson,32,High,Low,False,28
Meagan Williams,100,High,Low,True,60
Mary Riley,45,Medium,Low,False,42
Angela King,28,Medium,High,False,54
Jasmine Martinez,94,High,Low,False,16
Steven Lambert,26,Medium,Low,False,87
William Bishop,13,Medium,Medium,True,64
Tyler Coleman,14,Medium,High,False,90
Rebekah Skinner,65,Medium,Low,True,11
Todd Fisher,33,Low,High,False,16
Joy Hill,39,Low,High,True,46
Peter Montes,86,High,Medium,False,37
Leah Herrera,67,Medium,Medium,True,37
Karen Stewart,16,Low,Medium,False,74
Madeline Mccarthy,11,Medium,Medium,True,29
William Malone,7,Medium,Low,False,58
Erin Oneill,96,Low,Medium,True,39
Shelby Li,25,Low,Medium,False,72
Hunter Williams,8,Low,High,True,16
Robert Goodwin MD,20,High,Low,False,44
Christina Flores,68,Medium,Medium,False,24
Robert Carroll,34,High,Low,False,22
Brenda Cross,26,Medium,Medium,False,4
John Morse,38,Low,High,False,20
Amber Hess,12,Medium,High,True,36
Joshua Jones,68,High,Medium,True,78
Mark Pittman,98,Medium,Low,False,99
Daniel Malone,68,Low,Medium,False,27
Joshua Floyd,40,High,Medium,True,2
Isaac Johnson,56,High,High,False,60
David Short,1,Medium,Medium,True,2
Matthew Carrillo,51,Medium,High,False,53
Richard Adams,67,Low,High,True,65
Anne Mccullough,65,Medium,High,True,70
Nicholas Burns,78,Low,Low,True,81
Cheryl Welch,51,Medium,High,False,39
Larry Reed,64,Medium,High,False,32
Janet Johnson,25,High,Low,True,79
Samuel Graham,100,Low,Medium,False,40
Christopher Miller,25,Medium,High,True,60
Douglas Mora,10,Medium,High,False,94
Ariel Porter,40,High,Medium,False,35
Joshua Martinez,64,Low,Low,False,57
Bradley Rice,11,Medium,Low,True,54
Reginald Clements,99,High,Medium,False,89
Sara King,41,Medium,High,True,52
Theresa Jones,58,Low,Medium,False,57
Jason Williams,98,Low,Medium,True,15
Alexander Gonzalez,73,Medium,High,False,49
Mrs. Jessica Hall,47,Medium,High,True,42
Shawn Davidson,72,Low,Low,True,14
Brett Warren,98,Medium,Low,False,20
David Holt,21,Medium,High,True,48
Courtney Mullins,2,High,High,False,32
Christopher Day,60,High,High,False,23
Angela Gomez,61,Medium,Medium,False,63
Jessica Clark,79,Medium,Low,True,82
Elijah Smith,48,Low,Medium,True,72
Destiny Spence,88,Medium,Low,True,6
Charles Henson,12,High,Medium,False,69
Ralph West,25,Medium,Medium,False,69
William Hill,92,Low,Medium,True,56
Michael Brandt,14,Medium,Medium,True,42
Rebecca Mcconnell,55,Low,High,True,8
Paul Parker,97,Medium,High,False,5
Matthew Shaw,81,Medium,Low,True,16
Melissa Clay,14,Low,Medium,True,68
Roger Lopez,34,Low,High,False,3
Victoria Reese,8,High,Medium,False,81
Christine Stewart,80,Low,Medium,False,77
Casey Jackson,100,Low,High,True,28
Crystal Mcmillan,3,High,Medium,False,72
Amber Hernandez,95,High,High,False,12
Austin Johnston,66,Low,High,False,26
Brett Ford,22,Low,Low,False,16
Jeffrey French,15,Low,Low,True,67
Tonya Reeves,48,Low,High,False,23
Lisa Patterson,85,High,High,True,77
Crystal Ryan,76,High,High,True,67
Cory Obrien,3,Medium,High,True,3
Jennifer Maddox,40,Low,Low,True,21
Joseph Walker,17,High,Medium,True,41
Joseph Thompson,49,High,High,False,85
Leah Graham,61,Medium,Medium,True,83
Benjamin Mcdaniel,99,Medium,Medium,True,28
David Walker,63,Low,Medium,True,21
Kevin Johnson,80,Medium,Medium,True,1
Ricky Francis,64,High,High,True,88
Bryan Choi,70,Medium,Low,False,23
Sheila Schmidt,82,Low,Low,True,78
Wayne Daniels,17,Medium,Medium,True,33
Zachary Ingram,23,High,Medium,True,7
Tabitha Becker,36,Low,High,False,64
Tiffany Prince,39,Medium,High,True,43
Ashley Camacho,88,High,High,True,28
Edward Golden,15,Medium,Medium,True,47
Evan Harris,8,Low,Medium,False,63
Tracy Horton,32,Low,Medium,True,64
Wendy Romero,10,Medium,Medium,True,55
Jim Lawrence,37,Medium,Medium,False,73
Keith Williams,91,High,Medium,False,50
Nicholas Washington,53,Low,Medium,True,46
Jeffrey Curtis,68,Low,Low,True,69
Kimberly Watts,8,Medium,Low,False,19
Sabrina Greene,33,Low,Medium,False,95
Paul Wiggins,74,High,Low,False,16
Keith Marquez,65,Low,High,False,46
Jose Lee,98,High,Medium,False,38
Brian Flores,69,Medium,High,True,99
Lori Kim,13,High,High,False,37
Jacob Washington,29,Medium,High,False,75
Holly Moore,20,High,Medium,True,40
Mr. Daniel Fox,9,Low,High,True,26
David Bell,91,High,Medium,True,84
Sabrina Greene,18,Medium,Low,True,8
Natalie Carter,16,Low,High,False,36
Chris Hart,12,High,Medium,False,0
Matthew Richardson,86,Low,Medium,True,30
William Smith,22,Low,High,False,66
Kathleen Bell,53,Medium,High,False,47
Kimberly Werner,16,High,Medium,False,1
David Freeman,93,Medium,Medium,False,60
Stephen Beasley,96,High,Medium,True,76
John Martin,61,Low,Medium,True,4
Devin Townsend,42,Medium,Medium,True,99
Kathy Young,31,High,Low,False,54
Andrea Hill,5,Medium,Medium,False,99
Joseph Peterson,8,Low,High,False,23
Eric Adams,35,Low,Medium,True,40
Christopher Martinez,23,Medium,High,False,80
Ryan Berry,71,High,High,False,68
Kathy Thomas,30,Low,Medium,False,68
Micheal White,24,Low,High,False,19
Nicole Williams,40,High,High,True,72
Kelly White,56,Low,High,False,90
Melissa Garza,8,High,Medium,True,25
Mike Chandler,65,High,High,True,82
Hannah Smith,76,Low,Medium,False,34
Christine Smith,1,Low,Medium,False,35
Kristina Flores,80,Medium,Low,False,19
Kelly Salinas,25,Medium,Medium,True,4
Misty Webb MD,84,Low,High,False,69
Evan Austin,80,Medium,High,False,21
Gary Phillips,75,Low,High,False,14
Miguel Reilly,35,Low,Medium,False,87
Jeremy Moore,15,High,Low,False,57
Brian Spence,98,Low,Low,False,30
Keith Sandoval,42,Medium,Medium,True,56
Nicole Huber,28,Low,High,True,7
Stacy Taylor,42,High,Medium,False,36
Daniel Bowen,19,Low,Medium,True,79
Louis Randall,79,High,Medium,True,25
Edward Miller,17,High,Medium,False,50
Lucas Shelton,38,High,Low,True,96
Pamela Hill,27,Medium,Medium,True,73
Anthony Gardner,3,High,High,True,16
Kurt Thompson,30,Low,Low,False,94
Melissa Sosa,26,Low,High,False,69
Kelly Allen,12,Medium,Medium,True,57
Scott Garcia,32,Low,Low,True,16
Amber Rodriguez,32,Low,High,True,93
Tony Russell,2,Medium,High,True,48
Javier Miller,30,Medium,High,True,76
Joseph Hicks,1,Low,Low,False,42
Brent Blair,2,High,Low,False,97
Joshua Greene,32,Low,Low,True,37
Sabrina Garcia,4,High,Medium,False,27
Heidi Lamb,22,Medium,Low,True,39
Adam Williams,2,Low,Low,True,38
Lisa Davis,49,Low,Medium,True,98
Angela Johnson,64,Medium,Low,True,87
James Guzman,94,High,Medium,True,69
Thomas Smith,86,High,Low,False,24
Douglas Perry,14,Medium,High,True,76
Savannah Gray,100,High,Low,True,91
Amber Sanchez,13,Medium,Low,True,97
Leslie Thompson,97,High,High,True,99
Eric Garcia,82,Medium,Low,False,36
Elizabeth Velez,0,High,High,True,59
Jack Wallace,49,Low,High,False,88
George Mathews,100,High,Medium,False,42
Tanya Gilbert,42,Medium,High,True,37
Donna Bradford,87,High,Low,True,31
Harold Cain,34,Low,Medium,True,61
Danielle Allen,65,Low,High,True,64
Monica Hicks,80,Low,Medium,False,37
Lori Hanson,69,Medium,Medium,False,59
Kathy Clay,56,Low,Low,False,15
Andrew Haney,48,Medium,Medium,True,52
Dennis Rodriguez,50,Low,High,True,26
Drew Brown,85,High,Low,False,70
Vanessa Ramirez,52,Medium,Low,False,8
Gregory Raymond,17,Medium,High,True,47
Anthony Williams Jr.,77,High,Medium,True,60
Rachel Schultz,27,Low,Low,True,98
Robert Jarvis,58,Medium,Medium,False,25
Luis Cooley,85,Low,High,False,78
John Holland,20,Medium,Low,True,72
Amy Cannon,8,High,High,False,45
Breanna Benson,1,Medium,High,False,51
Mary Vaughn,29,Medium,Low,False,25
Jonathan Greene,71,Low,Medium,True,81
Wanda Lopez,72,High,Medium,True,80
Debra Schroeder,85,High,Low,True,48
Richard Logan,19,High,High,False,5
Kenneth Rowland,65,Medium,Medium,True,63
Anna Green,92,High,Medium,False,83
Ashley Butler,25,Low,Medium,True,76
Alexander Campos,50,Low,Low,True,17
Jared Stephenson,39,High,High,False,27
Tina Aguilar,19,Medium,Medium,True,70
Brittany Morse,10,Low,High,False,98
Christopher Vasquez,63,Low,High,True,51
Shawn Knight,58,High,Medium,True,78
Brian Salazar,49,High,Medium,True,64
Anthony Sanders,57,High,High,True,64
Michael Hess,29,Low,Low,True,57
Jose Marquez,25,Low,High,False,27
Stephanie Taylor,59,Medium,Medium,True,69
Daniel Lewis,53,Medium,High,False,12
Angela Key,2,Low,High,False,7
Richard Moreno,31,Medium,Low,False,60
Jonathan Stephens,47,Low,Medium,False,50
Rebecca Morrison,38,Medium,Low,False,97
Derek Pollard,81,Medium,Medium,True,36
Kristen Payne,73,Low,High,False,27
Ana Gonzalez,31,Medium,Medium,False,39
Brian Tucker,7,Medium,Medium,False,87
Amanda Woods,7,Low,High,True,89
Jermaine Allen,21,High,Low,False,52
Heather Ryan,35,Low,Low,False,54
Michael Perez,76,Medium,Low,True,50
Angela Williams,73,High,Low,False,15
Robert Rodriguez,89,Low,High,True,46
Makayla Goodwin,98,Low,Low,False,97
Candace Vasquez,56,Low,Medium,False,65
Angie Rice,77,Medium,Low,False,12
Jose West,26,Medium,Low,True,2
Allison James,67,Medium,High,False,13
Maria Campbell,4,High,High,False,14
Joel Davis,86,Low,Low,False,72
Kyle Welch,82,Medium,Medium,True,75
Jordan Maldonado,74,Medium,Medium,True,60
Sonya Dudley,32,High,Low,False,18
Ashley Phillips,5,Medium,High,False,24
James Hernandez,9,High,Medium,True,46
Michelle Jones,80,Low,Medium,False,76
Donald Davis,10,Low,Medium,True,56
Jeremy Cross,21,High,High,True,39
Carl Chambers,88,Low,High,True,40
Heather Kelly,70,High,Medium,True,50
Brandon Griffin,2,Medium,High,True,55
Jessica Turner,66,Medium,Low,True,39
Sandra Tran,82,Low,Low,False,52
Cheyenne Schroeder,51,High,High,False,18
Brian Campbell,5,Low,Medium,True,65
Connie Peterson,33,Medium,Medium,False,98
Rebecca Olson,26,Medium,Low,True,76
Jacob Fuller,99,High,Medium,False,71
Robert Keller,58,High,Medium,True,5
Caitlin Miller,27,Low,Medium,True,64
Henry Brown,86,Medium,Low,True,40
Michael Shelton,9,Low,Low,True,24
Ronald Berry,64,Low,Medium,True,7
Benjamin Foster,23,Low,Low,True,34
Ryan Morris,51,High,High,False,79
Kimberly Terrell,37,High,Low,True,73
Stephanie Davenport,38,Low,High,True,22
Kathleen Washington,64,Medium,Medium,False,18
Tony Griffin,0,Medium,High,True,21
Samuel Anderson,95,Low,Low,False,7
Edward Gray,91,High,Low,True,36
Shane Walker,72,High,High,False,16
Scott French,30,High,High,True,13
Katherine Evans,4,Medium,Medium,True,49
Teresa Meyer PhD,95,Low,Medium,True,36
Regina Brown,72,Low,Low,True,35
Mrs. Courtney Williamson,3,Medium,High,True,21
Andrea Chapman,78,High,Low,True,60
Kyle Harvey,15,Low,High,False,31
Jeffrey Davis,37,High,Medium,True,15
Samantha Lowe,40,Low,Low,True,33
Caroline Fritz,30,High,Low,True,92
Timothy Newman,23,Medium,Medium,False,71
Mark Hunt,18,Low,Low,False,84
Aaron Hunter,30,Medium,Low,True,6
Scott Flores,83,High,High,True,54
John Kaiser,64,High,Low,True,91
Julia Brown,40,Medium,Medium,True,68
Laura Frost,69,Low,Low,True,37
Laura Jones,49,Low,High,True,89
Monica Ali,85,Low,Medium,False,54
Jennifer Parrish,1,High,Medium,True,29
Chad Beck,66,Low,Medium,True,11
Edward Hunter,7,High,Medium,True,76
Zachary Henry,71,High,High,True,82
Jeffrey Marquez,68,Low,Low,True,57
Chelsey Ramirez,68,Low,Low,False,15
Michael Conrad,43,Medium,High,False,59
Donna Taylor,7,Low,Low,False,30
William Bates,69,High,Medium,False,5
Edward Fowler,24,High,Medium,True,40
George Wheeler,62,Low,Medium,False,90
Jasmine Huber,25,Low,High,True,98
Erin Patton,31,Medium,Low,False,88
Mandy Brown,70,Low,High,False,60
James Hernandez,41,Low,High,False,43
Dr. Rebecca Moses DVM,55,High,High,True,7
Sarah Coleman,65,Medium,Medium,True,11
James Ramirez,53,High,Medium,True,75
Ashley Lam,42,High,Medium,True,29
Justin Simmons,13,High,Low,False,98
Julie Lopez,66,High,Medium,True,77
Robert Miller,52,Low,High,False,23
Jaime Hale,63,Low,High,False,46
William Monroe,4,High,Medium,True,41
Aaron Lang,61,Medium,Medium,False,94
Angela Trujillo,84,Low,Medium,False,49
David Anderson,31,Medium,High,False,92
Anthony Knox,24,Medium,Low,True,98
Susan Torres,47,Medium,Low,False,75
Joshua Anderson,82,Low,High,False,0
Mr. Nicholas Davis,36,High,Low,True,69
Lisa Davenport,70,Medium,Low,False,70
Jeffrey Ellis,4,High,High,True,74
Dennis Pittman,84,Low,Medium,True,15
Chris Day,2,High,Medium,True,32
Anthony Campbell,47,Medium,Medium,False,33
Samantha George,2,High,Medium,True,19
Stephanie Mcknight,7,Medium,Low,True,46
Ariana Beck,45,High,Medium,False,24
Jesus Jones,76,High,Medium,True,25
Travis Davis,93,High,Medium,True,63
James Woodard,14,Low,High,False,78
Kimberly Anderson,48,High,High,True,65
Tom Yoder,36,Low,High,False,21
Rose Fernandez,19,High,High,False,30
Stacy Williams,39,Low,Low,False,84
Christina Thompson,37,Low,High,True,14
Mariah Sanders,13,Medium,High,True,5
Thomas Jenkins,21,Low,High,False,21
Amy House,91,Medium,Low,True,90
Bryan Jones,75,High,High,True,49
Jeremy Gardner,44,Low,Low,True,26
Phillip Reid,21,High,Medium,True,75
Jennifer Brown,4,Low,High,False,40
Johnny Walker PhD,52,High,Low,True,50
Wendy Lutz,42,Low,High,False,48
Ashley Herman MD,85,Low,Low,False,44
Michael Berg,10,Medium,High,False,87
Billy Marquez,32,Low,Low,False,51
Julie Melendez,3,High,Low,True,12
John Compton,32,Medium,High,False,36
Dylan Gill,11,High,Low,False,65
Joshua Griffin,46,Low,Low,False,48
Julia Allen,58,Low,High,False,27
George Thomas,77,Low,High,False,24
Michael Smith,97,Medium,High,True,60
Rebecca Roberts,94,Low,Low,True,33
Troy Tucker,49,Low,Low,False,12
Kari Vargas,16,Low,Low,True,41
Daisy Swanson,29,Medium,High,False,85
Tanya Ochoa,11,Medium,High,False,75
Carolyn Spencer,61,Medium,High,False,19
Fred Miller,5,High,Low,False,54
Katherine Nolan,50,Low,High,False,15
Allen Becker,94,Medium,Low,True,67
Brittney Brock,96,Low,Low,False,83
Heather Williams,55,Medium,Medium,False,81
Christopher Farrell,6,High,Low,True,13
Sherry Fields,71,Low,Low,False,55
Daniel Maynard,94,Medium,Medium,True,63
Thomas Travis,63,Medium,High,True,33
Jennifer Kirk,4,Low,High,False,13
Katie Robinson,21,High,Medium,False,49
Denise Bell,29,High,Medium,True,94
Amy Manning,42,High,Medium,True,51
Rachel Villanueva,2,High,Medium,False,64
Benjamin Williams,28,High,Low,True,39
Daniel Watkins,55,Low,Medium,False,87
Katherine Rodriguez,67,High,Low,True,0
Gavin Williams,37,Low,High,False,61
Mallory Randolph,89,Medium,Medium,False,81
Elizabeth Williams,17,Medium,High,True,11
Daniel Ingram,74,High,High,False,80
Michael Rodgers,3,High,Low,False,74
Jessica Bond,22,Medium,Low,False,63
Brian Henderson,2,High,Medium,False,43
Jay Smith,23,High,Low,False,8
Terri Diaz,24,High,Low,False,51
Michael Reed,63,Medium,Low,False,43
Sara Austin,0,Low,Medium,False,66
Lisa Coleman,9,High,Medium,False,93
Thomas Meyer,64,High,High,False,1
Matthew Ford,76,Low,Medium,False,96
Hunter Morris,11,Low,Medium,True,44
Sarah Hernandez,74,High,High,True,52
James Kelly,48,Low,Medium,False,35
Destiny Castro,15,High,High,True,8
Amanda Martin,68,Medium,Medium,True,44
Thomas Jones,94,Medium,Medium,True,40
Thomas Morales,31,Low,High,False,36
William Phillips,38,Low,Medium,False,42
Ernest Waller,33,Medium,Low,False,29
Joshua Bailey,12,High,High,True,89
Geoffrey Calderon,65,Low,High,False,2
Jane Sanders,91,Medium,Medium,True,80
Michele Harris,73,Low,High,True,38
Jonathan Mendoza,34,High,High,True,86
Justin Mendoza,57,High,Low,True,49
Brian Wilkinson,22,High,Medium,False,0
Jamie Raymond,40,Medium,Medium,True,68
Tanya Patton,93,High,High,False,65
Amanda Gray,26,Medium,Low,False,12
William Malone,1,High,Low,False,67
Gregory Kennedy,46,Medium,Low,True,62
Tiffany Smith,71,Medium,High,True,93
Shaun Adams,54,Medium,Low,True,9
Teresa Mason,34,Medium,Low,True,11
Cynthia Smith,85,High,Medium,False,88
Brittney Harrison,72,High,Medium,True,33
Fred Miller,85,High,Low,True,71
Johnny Marshall,68,High,Medium,True,43
Katie Gray,89,Low,High,True,51
Brandon Robles,44,Low,Medium,False,51
Beth Meyer,49,High,High,False,72
Dana Simon,1,High,Low,False,41
Paul Miles,10,Medium,Medium,True,44
Sarah Larson,59,High,Low,True,78
Christopher Roy,31,Low,Low,True,39
Mr. Justin Duncan PhD,58,Low,Low,False,63
Deborah Blair,80,Low,High,True,68
Matthew Moon,13,High,Medium,True,6
Adrian Steele,12,Medium,High,False,96
Steven Taylor,93,Medium,Low,True,33
Darryl Gonzales,37,Low,Low,False,28
Richard Barnett,17,High,High,False,52
Joseph Lopez,17,Medium,High,False,14
Virginia Brooks,50,High,High,False,91
David Johnson,92,Low,Low,True,85
Tiffany Ball,85,Medium,Medium,False,18
Julie Moore,94,High,High,False,8
Eric James,37,High,Low,True,58
Matthew Scott,19,High,Low,True,8
Timothy Myers,33,High,Low,True,2
Frank Harmon,62,High,Low,True,29
Catherine Barrett,1,High,Medium,False,31
Kimberly Greer,69,High,High,False,26
Angela Henry,13,Medium,Medium,True,69
Paula Yoder,52,Medium,Low,True,30
James Martin,60,Low,High,True,23
Jacob Mullins,84,High,High,False,77
Maurice Castro,80,Medium,Low,False,18
Travis Mills,55,Medium,Low,True,44
Christopher Nicholson,72,Medium,Medium,False,14
Melissa Foley,44,Medium,High,False,19
Carla Hess,11,High,Medium,True,19
